ObservationLocation                    ,ObservationCode,ObservationURL,ObservationState
"Newport, Newport State Airport (KUUU)",KUUU,http://w1.weather.gov/xml/current_obs/display.php?stid=KUUU,RI
"Providence, Theodore Francis Green State Airport (KPVD)",KPVD,http://w1.weather.gov/xml/current_obs/display.php?stid=KPVD,RI
"Westerly, Westerly State Airport (KWST)",KWST,http://w1.weather.gov/xml/current_obs/display.php?stid=KWST,RI
Aiken Municipal Airport (KAIK),KAIK,http://w1.weather.gov/xml/current_obs/display.php?stid=KAIK,SC
"Anderson, Anderson County Airport (KAND)",KAND,http://w1.weather.gov/xml/current_obs/display.php?stid=KAND,SC
Barnwell Regional Airport (KBNL),KBNL,http://w1.weather.gov/xml/current_obs/display.php?stid=KBNL,SC
Beaufort County Airport (KARW),KARW,http://w1.weather.gov/xml/current_obs/display.php?stid=KARW,SC
"Beaufort, Marine Corps Air Station (KNBC)",KNBC,http://w1.weather.gov/xml/current_obs/display.php?stid=KNBC,SC
Camden Woodward Field (KCDN),KCDN,http://w1.weather.gov/xml/current_obs/display.php?stid=KCDN,SC
Charleston Executive Airport (KJZI),KJZI,http://w1.weather.gov/xml/current_obs/display.php?stid=KJZI,SC
"Charleston, Charleston Air Force Base (KCHS)",KCHS,http://w1.weather.gov/xml/current_obs/display.php?stid=KCHS,SC
Cheraw Municipal Lynch Bellinger Field (KCQW),KCQW,http://w1.weather.gov/xml/current_obs/display.php?stid=KCQW,SC
Chester Catawba Regional Airport (KDCM),KDCM,http://w1.weather.gov/xml/current_obs/display.php?stid=KDCM,SC
"Clemson, Clemson-Oconee County Airport (KCEU)",KCEU,http://w1.weather.gov/xml/current_obs/display.php?stid=KCEU,SC
Columbia - Jim Hamilton L.B. Owens Airport (KCUB),KCUB,http://w1.weather.gov/xml/current_obs/display.php?stid=KCUB,SC
"Columbia, Columbia Metropolitan Airport (KCAE)",KCAE,http://w1.weather.gov/xml/current_obs/display.php?stid=KCAE,SC
Conway Horry County Airport (KHYW),KHYW,http://w1.weather.gov/xml/current_obs/display.php?stid=KHYW,SC
"Darlington, Darlington County Jetport Airport (KUDG)",KUDG,http://w1.weather.gov/xml/current_obs/display.php?stid=KUDG,SC
Florence - Florence Regional Airport (KFLO),KFLO,http://w1.weather.gov/xml/current_obs/display.php?stid=KFLO,SC
Georgetown County Airport (KGGE),KGGE,http://w1.weather.gov/xml/current_obs/display.php?stid=KGGE,SC
"Greenville, Greenville Downtown Airport (KGMU)",KGMU,http://w1.weather.gov/xml/current_obs/display.php?stid=KGMU,SC
Greenville-Donaldson Center Airport (KGYH),KGYH,http://w1.weather.gov/xml/current_obs/display.php?stid=KGYH,SC
"Greenwood, Greenwood County Airport (KGRD)",KGRD,http://w1.weather.gov/xml/current_obs/display.php?stid=KGRD,SC
"Greer, Greenville-Spartanburg Airport (KGSP)",KGSP,http://w1.weather.gov/xml/current_obs/display.php?stid=KGSP,SC
Hartsville Regional Airport (KHVS),KHVS,http://w1.weather.gov/xml/current_obs/display.php?stid=KHVS,SC
"Hilton Head Island, Hilton Head Airport (KHXD)",KHXD,http://w1.weather.gov/xml/current_obs/display.php?stid=KHXD,SC
Kingstree Williamsburg Regional Airport (KCKI),KCKI,http://w1.weather.gov/xml/current_obs/display.php?stid=KCKI,SC
Lancaster County-mc Whirter Field (KLKR),KLKR,http://w1.weather.gov/xml/current_obs/display.php?stid=KLKR,SC
Laurens County Airport (KLUX),KLUX,http://w1.weather.gov/xml/current_obs/display.php?stid=KLUX,SC
Manning / Cooper Regional (KMNI),KMNI,http://w1.weather.gov/xml/current_obs/display.php?stid=KMNI,SC
Marion County Airport (KMAO),KMAO,http://w1.weather.gov/xml/current_obs/display.php?stid=KMAO,SC
Marlboro County Jetport (KBBP),KBBP,http://w1.weather.gov/xml/current_obs/display.php?stid=KBBP,SC
McEntire Air National Guard Weather Facility Base (KMMT),KMMT,http://w1.weather.gov/xml/current_obs/display.php?stid=KMMT,SC
Moncks Corner Berkeley County (KMKS),KMKS,http://w1.weather.gov/xml/current_obs/display.php?stid=KMKS,SC
Mount Pleasant Regional-Faison Field (KLRO),KLRO,http://w1.weather.gov/xml/current_obs/display.php?stid=KLRO,SC
Myrtle Beach Air Force Base (KMYR),KMYR,http://w1.weather.gov/xml/current_obs/display.php?stid=KMYR,SC
Newberry County Airport (KEOE),KEOE,http://w1.weather.gov/xml/current_obs/display.php?stid=KEOE,SC
North Myrtle Beach Grand Strand Airport (KCRE),KCRE,http://w1.weather.gov/xml/current_obs/display.php?stid=KCRE,SC
"Orangeburg, Orangeburg Municipal Airport (KOGB)",KOGB,http://w1.weather.gov/xml/current_obs/display.php?stid=KOGB,SC
Pickens County Airport (KLQK),KLQK,http://w1.weather.gov/xml/current_obs/display.php?stid=KLQK,SC
"Rock Hill, Rock Hill - York County Airport (KUZA)",KUZA,http://w1.weather.gov/xml/current_obs/display.php?stid=KUZA,SC
Shaw Air Force Base (KSSC),KSSC,http://w1.weather.gov/xml/current_obs/display.php?stid=KSSC,SC
Spartanburg Memorial (KSPA),KSPA,http://w1.weather.gov/xml/current_obs/display.php?stid=KSPA,SC
Summerville Airport (KDYB),KDYB,http://w1.weather.gov/xml/current_obs/display.php?stid=KDYB,SC
Sumter Airport (KSMS),KSMS,http://w1.weather.gov/xml/current_obs/display.php?stid=KSMS,SC
Walterboro Lowcountry Regional Airport (KRBW),KRBW,http://w1.weather.gov/xml/current_obs/display.php?stid=KRBW,SC
Winnsboro/Fairfield County Airport (KFDW),KFDW,http://w1.weather.gov/xml/current_obs/display.php?stid=KFDW,SC
"Aberdeen, Aberdeen Regional Airport (KABR)",KABR,http://w1.weather.gov/xml/current_obs/display.php?stid=KABR,SD
"Brookings, Brookings Municipal Airport (KBKX)",KBKX,http://w1.weather.gov/xml/current_obs/display.php?stid=KBKX,SD
Buffalo (K2WX),K2WX,http://w1.weather.gov/xml/current_obs/display.php?stid=K2WX,SD
"Chamberlain, Chamberlain Municipal Airport (K9V9)",K9V9,http://w1.weather.gov/xml/current_obs/display.php?stid=K9V9,SD
"Custer, Custer County Airport (KCUT)",KCUT,http://w1.weather.gov/xml/current_obs/display.php?stid=KCUT,SD
Ellsworth Air Force Base (KRCA),KRCA,http://w1.weather.gov/xml/current_obs/display.php?stid=KRCA,SD
Faith (KD07),KD07,http://w1.weather.gov/xml/current_obs/display.php?stid=KD07,SD
"Huron, Huron Regional Airport (KHON)",KHON,http://w1.weather.gov/xml/current_obs/display.php?stid=KHON,SD
Madison Municipal Airport (KMDS),KMDS,http://w1.weather.gov/xml/current_obs/display.php?stid=KMDS,SD
"Mitchell, Mitchell Municipal Airport (KMHE)",KMHE,http://w1.weather.gov/xml/current_obs/display.php?stid=KMHE,SD
"Mobridge, Mobridge Municipal Airport (KMBG)",KMBG,http://w1.weather.gov/xml/current_obs/display.php?stid=KMBG,SD
"Philip, Philip Airport (KPHP)",KPHP,http://w1.weather.gov/xml/current_obs/display.php?stid=KPHP,SD
"Pierre, Pierre Regional Airport (KPIR)",KPIR,http://w1.weather.gov/xml/current_obs/display.php?stid=KPIR,SD
"Pine Ridge, Pine Ridge Airport (KIEN)",KIEN,http://w1.weather.gov/xml/current_obs/display.php?stid=KIEN,SD
"Rapid City, Rapid City Regional Airport (KRAP)",KRAP,http://w1.weather.gov/xml/current_obs/display.php?stid=KRAP,SD
"Sioux Falls, Foss Field (KFSD)",KFSD,http://w1.weather.gov/xml/current_obs/display.php?stid=KFSD,SD
"Sisseton, Sisseton Municipal Airport (K8D3)",K8D3,http://w1.weather.gov/xml/current_obs/display.php?stid=K8D3,SD
Spearfish / Clyde Ice (KSPF),KSPF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSPF,SD
"Watertown, Watertown Municipal Airport (KATY)",KATY,http://w1.weather.gov/xml/current_obs/display.php?stid=KATY,SD
"Winner, Bob Wiley Field Airport (KICR)",KICR,http://w1.weather.gov/xml/current_obs/display.php?stid=KICR,SD
"Yankton, Chan Gurney Municipal Airport (KYKN)",KYKN,http://w1.weather.gov/xml/current_obs/display.php?stid=KYKN,SD
Athens McMinn County Airport (KMMI),KMMI,http://w1.weather.gov/xml/current_obs/display.php?stid=KMMI,TN
BOLIVAR/WILLIAM L WHITEHURST (KM08),KM08,http://w1.weather.gov/xml/current_obs/display.php?stid=KM08,TN
"Bristol / Johnson / Kingsport, Tri-City Regional Airport (KTRI)",KTRI,http://w1.weather.gov/xml/current_obs/display.php?stid=KTRI,TN
"Chattanooga, Lovell Field (KCHA)",KCHA,http://w1.weather.gov/xml/current_obs/display.php?stid=KCHA,TN
Clarksville Outlaw Field (KCKV),KCKV,http://w1.weather.gov/xml/current_obs/display.php?stid=KCKV,TN
Cleveland Regional Jetport (KRZR),KRZR,http://w1.weather.gov/xml/current_obs/display.php?stid=KRZR,TN
Columbia / Maury County (KMRC),KMRC,http://w1.weather.gov/xml/current_obs/display.php?stid=KMRC,TN
COVINGTON MUNI (KM04),KM04,http://w1.weather.gov/xml/current_obs/display.php?stid=KM04,TN
"Crossville, Crossville Memorial-Whitson Field Airport (KCSV)",KCSV,http://w1.weather.gov/xml/current_obs/display.php?stid=KCSV,TN
Dayton (K2A0),K2A0,http://w1.weather.gov/xml/current_obs/display.php?stid=K2A0,TN
"Dyersburg, Dyersburg Municipal Airport (KDYR)",KDYR,http://w1.weather.gov/xml/current_obs/display.php?stid=KDYR,TN
Elizabethton Municipal Airport (K0A9),K0A9,http://w1.weather.gov/xml/current_obs/display.php?stid=K0A9,TN
Fayetteville Municipal Airport (KFYM),KFYM,http://w1.weather.gov/xml/current_obs/display.php?stid=KFYM,TN
Huntingdon Carroll County Airport (KHZD),KHZD,http://w1.weather.gov/xml/current_obs/display.php?stid=KHZD,TN
Jacksboro Campbell County Airport (KJAU),KJAU,http://w1.weather.gov/xml/current_obs/display.php?stid=KJAU,TN
"Jackson, McKellar-Sipes Regional Airport (KMKL)",KMKL,http://w1.weather.gov/xml/current_obs/display.php?stid=KMKL,TN
John C Tune Airport (KJWN),KJWN,http://w1.weather.gov/xml/current_obs/display.php?stid=KJWN,TN
Knoxville Downtown Airport (KDKX),KDKX,http://w1.weather.gov/xml/current_obs/display.php?stid=KDKX,TN
"Knoxville, McGhee Tyson Airport (KTYS)",KTYS,http://w1.weather.gov/xml/current_obs/display.php?stid=KTYS,TN
Lexington-Parsons Beech River Regional Airport (KPVE),KPVE,http://w1.weather.gov/xml/current_obs/display.php?stid=KPVE,TN
McMinnville Warren County Memorial Airport (KRNC),KRNC,http://w1.weather.gov/xml/current_obs/display.php?stid=KRNC,TN
Memphis International Airport (KMEM),KMEM,http://w1.weather.gov/xml/current_obs/display.php?stid=KMEM,TN
"Millington, Millington Municipal Airport (KNQA)",KNQA,http://w1.weather.gov/xml/current_obs/display.php?stid=KNQA,TN
Morristown Moore-Murrell Airport (KMOR),KMOR,http://w1.weather.gov/xml/current_obs/display.php?stid=KMOR,TN
"Nashville, Nashville International Airport (KBNA)",KBNA,http://w1.weather.gov/xml/current_obs/display.php?stid=KBNA,TN
Oak Ridge (KOQT),KOQT,http://w1.weather.gov/xml/current_obs/display.php?stid=KOQT,TN
Paris - Henry County Airport (KPHT),KPHT,http://w1.weather.gov/xml/current_obs/display.php?stid=KPHT,TN
Portland Municipal Airport (K1M5),K1M5,http://w1.weather.gov/xml/current_obs/display.php?stid=K1M5,TN
Pulaski Abernathy Field Airport (KGZS),KGZS,http://w1.weather.gov/xml/current_obs/display.php?stid=KGZS,TN
SAVANNAH/HARDIN CO (KSNH),KSNH,http://w1.weather.gov/xml/current_obs/display.php?stid=KSNH,TN
SELMER/ROBERT SIBLEY (KSZY),KSZY,http://w1.weather.gov/xml/current_obs/display.php?stid=KSZY,TN
Sevierville Gatlinburg - Pigeon Forge Airport (KGKT),KGKT,http://w1.weather.gov/xml/current_obs/display.php?stid=KGKT,TN
Shelbyville Bomar Field & Shelbyville Municipal Airport (KSYI),KSYI,http://w1.weather.gov/xml/current_obs/display.php?stid=KSYI,TN
"Smyrna, Smyrna Airport (KMQY)",KMQY,http://w1.weather.gov/xml/current_obs/display.php?stid=KMQY,TN
Somerville - Fayette County Airport (KFYE),KFYE,http://w1.weather.gov/xml/current_obs/display.php?stid=KFYE,TN
Sparta Upper Cumberland Regional Airport (KSRB),KSRB,http://w1.weather.gov/xml/current_obs/display.php?stid=KSRB,TN
Springfield Robertson County Airport (KM91),KM91,http://w1.weather.gov/xml/current_obs/display.php?stid=KM91,TN
Sumner County Regional Airport (KM33),KM33,http://w1.weather.gov/xml/current_obs/display.php?stid=KM33,TN
Tullahoma Regional Airport/William Northern Field (KTHA),KTHA,http://w1.weather.gov/xml/current_obs/display.php?stid=KTHA,TN
Union City - Everett-Stewart Regional Airport (KUCY),KUCY,http://w1.weather.gov/xml/current_obs/display.php?stid=KUCY,TN
Winchester Municipal Airport (KBGF),KBGF,http://w1.weather.gov/xml/current_obs/display.php?stid=KBGF,TN
"Abilene, Abilene Regional Airport (KABI)",KABI,http://w1.weather.gov/xml/current_obs/display.php?stid=KABI,TX
"Abilene, Dyess Air Force Base (KDYS)",KDYS,http://w1.weather.gov/xml/current_obs/display.php?stid=KDYS,TX
Alaminos Canyon 25/H-D (ExxonMobil) (KHHV),KHHV,http://w1.weather.gov/xml/current_obs/display.php?stid=KHHV,TX
"Alice, Alice International Airport (KALI)",KALI,http://w1.weather.gov/xml/current_obs/display.php?stid=KALI,TX
"Alpine, Alpine-Casparis Municipal Airport (KE38)",KE38,http://w1.weather.gov/xml/current_obs/display.php?stid=KE38,TX
"Amarillo, Amarillo International Airport (KAMA)",KAMA,http://w1.weather.gov/xml/current_obs/display.php?stid=KAMA,TX
Andrews County Airport (KE11),KE11,http://w1.weather.gov/xml/current_obs/display.php?stid=KE11,TX
"Angleton / Lake Jackson, Brazoria County Airport (KLBX)",KLBX,http://w1.weather.gov/xml/current_obs/display.php?stid=KLBX,TX
Arlington Municipal Airport (KGKY),KGKY,http://w1.weather.gov/xml/current_obs/display.php?stid=KGKY,TX
Athens Municipal Airport (KF44),KF44,http://w1.weather.gov/xml/current_obs/display.php?stid=KF44,TX
"Austin City, Austin Camp Mabry (KATT)",KATT,http://w1.weather.gov/xml/current_obs/display.php?stid=KATT,TX
Austin Executive Airport (KEDC),KEDC,http://w1.weather.gov/xml/current_obs/display.php?stid=KEDC,TX
Austin-Bergstrom International Airport (KAUS),KAUS,http://w1.weather.gov/xml/current_obs/display.php?stid=KAUS,TX
"Bay City, Bay City Municipal Airport (KBYY)",KBYY,http://w1.weather.gov/xml/current_obs/display.php?stid=KBYY,TX
Beaumont Municipal Airport (KBMT),KBMT,http://w1.weather.gov/xml/current_obs/display.php?stid=KBMT,TX
Beaumont/Port Arthur Southeast Texas Regional Airport (KBPT),KBPT,http://w1.weather.gov/xml/current_obs/display.php?stid=KBPT,TX
Beeville Municipal Airport (KBEA),KBEA,http://w1.weather.gov/xml/current_obs/display.php?stid=KBEA,TX
"Big Spring, Big Spring McMahon-Wrinkle Airport (KBPG)",KBPG,http://w1.weather.gov/xml/current_obs/display.php?stid=KBPG,TX
"Borger, Hutchinson County Airport (KBGD)",KBGD,http://w1.weather.gov/xml/current_obs/display.php?stid=KBGD,TX
Bowie Municipal Airport (K0F2),K0F2,http://w1.weather.gov/xml/current_obs/display.php?stid=K0F2,TX
BRAZOS 133 OIL PLATFORM (KBBF),KBBF,http://w1.weather.gov/xml/current_obs/display.php?stid=KBBF,TX
BRAZOS 451 OIL PLATFORM (KBQX),KBQX,http://w1.weather.gov/xml/current_obs/display.php?stid=KBQX,TX
"Brenham, Brenham Municipal Airport (K11R)",K11R,http://w1.weather.gov/xml/current_obs/display.php?stid=K11R,TX
"Bridgeport, Bridgeport Municipal Airport (KXBP)",KXBP,http://w1.weather.gov/xml/current_obs/display.php?stid=KXBP,TX
"Brownsville, Brownsville / South Padre Island International Airport (KBRO)",KBRO,http://w1.weather.gov/xml/current_obs/display.php?stid=KBRO,TX
"Brownwood, Brownwood Regional Airport (KBWD)",KBWD,http://w1.weather.gov/xml/current_obs/display.php?stid=KBWD,TX
Bryan Coulter Field (KCFD),KCFD,http://w1.weather.gov/xml/current_obs/display.php?stid=KCFD,TX
"Burnet, Burnet Municipal Craddock Field (KBMQ)",KBMQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KBMQ,TX
Cameron (Milam Co) Municipal Airpark (KT35),KT35,http://w1.weather.gov/xml/current_obs/display.php?stid=KT35,TX
"Canadian, Hemphill County Airport (KHHF)",KHHF,http://w1.weather.gov/xml/current_obs/display.php?stid=KHHF,TX
Carrizo Springs Dimmit County Airport (KCZT),KCZT,http://w1.weather.gov/xml/current_obs/display.php?stid=KCZT,TX
Castroville Municipal Airport (KCVB),KCVB,http://w1.weather.gov/xml/current_obs/display.php?stid=KCVB,TX
Center Municipal Airport (KF17),KF17,http://w1.weather.gov/xml/current_obs/display.php?stid=KF17,TX
"Childress, Childress Municipal Airport (KCDS)",KCDS,http://w1.weather.gov/xml/current_obs/display.php?stid=KCDS,TX
"Cleburne, Cleburne Municipal Airport (KCPT)",KCPT,http://w1.weather.gov/xml/current_obs/display.php?stid=KCPT,TX
Cleveland (K6R3),K6R3,http://w1.weather.gov/xml/current_obs/display.php?stid=K6R3,TX
COLEMAN (KCOM),KCOM,http://w1.weather.gov/xml/current_obs/display.php?stid=KCOM,TX
"College Station, Easterwood Field (KCLL)",KCLL,http://w1.weather.gov/xml/current_obs/display.php?stid=KCLL,TX
"Comanche, Comanche County-City Airport (KMKN)",KMKN,http://w1.weather.gov/xml/current_obs/display.php?stid=KMKN,TX
"Conroe, Montgomery County Airport (KCXO)",KCXO,http://w1.weather.gov/xml/current_obs/display.php?stid=KCXO,TX
"Corpus Christi, Corpus Christi International Airport (KCRP)",KCRP,http://w1.weather.gov/xml/current_obs/display.php?stid=KCRP,TX
"Corpus Christi, Corpus Christi Naval Air Station/Truax Field (KNGP)",KNGP,http://w1.weather.gov/xml/current_obs/display.php?stid=KNGP,TX
"Corsicana, Campbell Field-Corsicana Municipal Airport (KCRS)",KCRS,http://w1.weather.gov/xml/current_obs/display.php?stid=KCRS,TX
"Cotulla, Cotulla-La Salle County Airport (KCOT)",KCOT,http://w1.weather.gov/xml/current_obs/display.php?stid=KCOT,TX
"Crockett, Houston County Airport (KDKR)",KDKR,http://w1.weather.gov/xml/current_obs/display.php?stid=KDKR,TX
"Dalhart, Dalhart Municipal Airport (KDHT)",KDHT,http://w1.weather.gov/xml/current_obs/display.php?stid=KDHT,TX
Dallas / Addison Airport (KADS),KADS,http://w1.weather.gov/xml/current_obs/display.php?stid=KADS,TX
Dallas Love Field (KDAL),KDAL,http://w1.weather.gov/xml/current_obs/display.php?stid=KDAL,TX
"Dallas, Redbird Airport (KRBD)",KRBD,http://w1.weather.gov/xml/current_obs/display.php?stid=KRBD,TX
Dallas/Fort Worth International Airport (KDFW),KDFW,http://w1.weather.gov/xml/current_obs/display.php?stid=KDFW,TX
"Decatur, Decatur Municipal Airport (KLUD)",KLUD,http://w1.weather.gov/xml/current_obs/display.php?stid=KLUD,TX
"Del Rio, Del Rio International Airport (KDRT)",KDRT,http://w1.weather.gov/xml/current_obs/display.php?stid=KDRT,TX
Denton Enterprise Airport (KDTO),KDTO,http://w1.weather.gov/xml/current_obs/display.php?stid=KDTO,TX
Dryden - Terrell County Airport (K6R6),K6R6,http://w1.weather.gov/xml/current_obs/display.php?stid=K6R6,TX
"Dumas, Moore County Airport (KDUX)",KDUX,http://w1.weather.gov/xml/current_obs/display.php?stid=KDUX,TX
E BREAKS OIL PLATFORM (KEMK),KEMK,http://w1.weather.gov/xml/current_obs/display.php?stid=KEMK,TX
Eagle Lake (KELA),KELA,http://w1.weather.gov/xml/current_obs/display.php?stid=KELA,TX
East Breaks 643/Boomvang Spar (KVAF),KVAF,http://w1.weather.gov/xml/current_obs/display.php?stid=KVAF,TX
Eastland Municipal Airport (KETN),KETN,http://w1.weather.gov/xml/current_obs/display.php?stid=KETN,TX
"Edinburg, Edinburg International Airport (KEBG)",KEBG,http://w1.weather.gov/xml/current_obs/display.php?stid=KEBG,TX
"El Paso, El Paso International Airport (KELP)",KELP,http://w1.weather.gov/xml/current_obs/display.php?stid=KELP,TX
Faith Ranch Airport (KFTN),KFTN,http://w1.weather.gov/xml/current_obs/display.php?stid=KFTN,TX
"Falfurrias, Brooks County Airport (KBKS)",KBKS,http://w1.weather.gov/xml/current_obs/display.php?stid=KBKS,TX
"Fort Hood, Hood AAF Ft Hood (KHLR)",KHLR,http://w1.weather.gov/xml/current_obs/display.php?stid=KHLR,TX
"Fort Hood, Robert Gray AAF Ft Hood (KGRK)",KGRK,http://w1.weather.gov/xml/current_obs/display.php?stid=KGRK,TX
"Fort Stockton, Fort Stockton-Pecos County Airport (KFST)",KFST,http://w1.weather.gov/xml/current_obs/display.php?stid=KFST,TX
"Fort Worth, Fort Worth Alliance Airport (KAFW)",KAFW,http://w1.weather.gov/xml/current_obs/display.php?stid=KAFW,TX
"Fort Worth, Forth Worth Spinks Airport (KFWS)",KFWS,http://w1.weather.gov/xml/current_obs/display.php?stid=KFWS,TX
"Fort Worth, Meacham International Airport (KFTW)",KFTW,http://w1.weather.gov/xml/current_obs/display.php?stid=KFTW,TX
"Fort Worth, Naval Air Station (KNFW)",KNFW,http://w1.weather.gov/xml/current_obs/display.php?stid=KNFW,TX
"Fredericksburg, Gillespie County Airport (KT82)",KT82,http://w1.weather.gov/xml/current_obs/display.php?stid=KT82,TX
"Gainesville, Gainesville Municipal Airport (KGLE)",KGLE,http://w1.weather.gov/xml/current_obs/display.php?stid=KGLE,TX
"Galveston, Scholes Field (KGLS)",KGLS,http://w1.weather.gov/xml/current_obs/display.php?stid=KGLS,TX
"Georgetown, Georgetown Municipal Airport (KGTU)",KGTU,http://w1.weather.gov/xml/current_obs/display.php?stid=KGTU,TX
"Giddings, Giddings-Lee County Airport (KGYB)",KGYB,http://w1.weather.gov/xml/current_obs/display.php?stid=KGYB,TX
"Gilmer, Fox Stephens Field - Gilmer Municipal Airport (KJXI)",KJXI,http://w1.weather.gov/xml/current_obs/display.php?stid=KJXI,TX
Gonzales Roger M. Dreyer Memorial (KT20),KT20,http://w1.weather.gov/xml/current_obs/display.php?stid=KT20,TX
"Graham, Graham Municipal Airport (KRPH)",KRPH,http://w1.weather.gov/xml/current_obs/display.php?stid=KRPH,TX
"Granbury, Granbury Municipal Airport (KGDJ)",KGDJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KGDJ,TX
"Grand Prairie, Grand Prairie Municipal Airport (KGPM)",KGPM,http://w1.weather.gov/xml/current_obs/display.php?stid=KGPM,TX
Greenville / Majors (KGVT),KGVT,http://w1.weather.gov/xml/current_obs/display.php?stid=KGVT,TX
Gregory M Simmons Memorial Airport (KGZN),KGZN,http://w1.weather.gov/xml/current_obs/display.php?stid=KGZN,TX
GUNNISON OIL PLATFORM (KGUL),KGUL,http://w1.weather.gov/xml/current_obs/display.php?stid=KGUL,TX
H ISLAND376 OIL PLATFORM (KHQI),KHQI,http://w1.weather.gov/xml/current_obs/display.php?stid=KHQI,TX
Hamilton Municipal Airport (KMNZ),KMNZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KMNZ,TX
"Harlingen, Rio Grande Valley International Airport (KHRL)",KHRL,http://w1.weather.gov/xml/current_obs/display.php?stid=KHRL,TX
"Hearne, Hearne Municipal Airport (KLHB)",KLHB,http://w1.weather.gov/xml/current_obs/display.php?stid=KLHB,TX
"Hebbronville, Jim Hogg County Airport (KHBV)",KHBV,http://w1.weather.gov/xml/current_obs/display.php?stid=KHBV,TX
Hereford Municipal Airport (KHRX),KHRX,http://w1.weather.gov/xml/current_obs/display.php?stid=KHRX,TX
"Hillsboro, Hillsboro Municipal Airport (KINJ)",KINJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KINJ,TX
"Hondo, Hondo Municipal Airport (KHDO)",KHDO,http://w1.weather.gov/xml/current_obs/display.php?stid=KHDO,TX
Horseshoe Bay Resort Airpark (KDZB),KDZB,http://w1.weather.gov/xml/current_obs/display.php?stid=KDZB,TX
Houston / Ellington (KEFD),KEFD,http://w1.weather.gov/xml/current_obs/display.php?stid=KEFD,TX
Houston Executive Airport (KTME),KTME,http://w1.weather.gov/xml/current_obs/display.php?stid=KTME,TX
Houston Intercontinental Airport (KIAH),KIAH,http://w1.weather.gov/xml/current_obs/display.php?stid=KIAH,TX
Houston Southwest Airport (KAXH),KAXH,http://w1.weather.gov/xml/current_obs/display.php?stid=KAXH,TX
"Houston, Hooks Memorial Airport (KDWH)",KDWH,http://w1.weather.gov/xml/current_obs/display.php?stid=KDWH,TX
"Houston, Houston Hobby Airport (KHOU)",KHOU,http://w1.weather.gov/xml/current_obs/display.php?stid=KHOU,TX
"Houston, Pearland Regional Airport (KLVJ)",KLVJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KLVJ,TX
"Houston, Sugar Land Municipal / Hull Field Airport (KSGR)",KSGR,http://w1.weather.gov/xml/current_obs/display.php?stid=KSGR,TX
"Huntsville, Huntsville Municipal Airport (KUTS)",KUTS,http://w1.weather.gov/xml/current_obs/display.php?stid=KUTS,TX
"Jacksonville, Cherokee County Airport (KJSO)",KJSO,http://w1.weather.gov/xml/current_obs/display.php?stid=KJSO,TX
"Jasper, Jasper County-Bell Field Airport (KJAS)",KJAS,http://w1.weather.gov/xml/current_obs/display.php?stid=KJAS,TX
John Dunn Helistop (KMCJ),KMCJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KMCJ,TX
Jones Field - Bonham (KF00),KF00,http://w1.weather.gov/xml/current_obs/display.php?stid=KF00,TX
"Junction, Kimble County Airport (KJCT)",KJCT,http://w1.weather.gov/xml/current_obs/display.php?stid=KJCT,TX
Kelly Air Force Base (KSKF),KSKF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSKF,TX
"Kerrville, Kerrville Municipal Airport/Louis Schreiner Field (KERV)",KERV,http://w1.weather.gov/xml/current_obs/display.php?stid=KERV,TX
Kickapoo Downtown Airport (KCWC),KCWC,http://w1.weather.gov/xml/current_obs/display.php?stid=KCWC,TX
"Killeen, Skylark Field Airport (KILE)",KILE,http://w1.weather.gov/xml/current_obs/display.php?stid=KILE,TX
"Kingsville, Naval Air Station (KNQI)",KNQI,http://w1.weather.gov/xml/current_obs/display.php?stid=KNQI,TX
Kleberg County Airport (KIKG),KIKG,http://w1.weather.gov/xml/current_obs/display.php?stid=KIKG,TX
"La Grange, Fayette Regional Air Center Airport (K3T5)",K3T5,http://w1.weather.gov/xml/current_obs/display.php?stid=K3T5,TX
"Lago Vista TX, Rusty Allen Airport (KRYW)",KRYW,http://w1.weather.gov/xml/current_obs/display.php?stid=KRYW,TX
"Lampasas, Lampasas Airport (KLZZ)",KLZZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KLZZ,TX
Lancaster Airport (KLNC),KLNC,http://w1.weather.gov/xml/current_obs/display.php?stid=KLNC,TX
"Laredo, Laredo International Airport (KLRD)",KLRD,http://w1.weather.gov/xml/current_obs/display.php?stid=KLRD,TX
Laughlin Air Force Base Auxiliary Airfield (KDLF),KDLF,http://w1.weather.gov/xml/current_obs/display.php?stid=KDLF,TX
Laughlin Air Force Base Auxiliary Nr 1 Airport (KT70),KT70,http://w1.weather.gov/xml/current_obs/display.php?stid=KT70,TX
"Llano, Llano Municipal Airport (KAQO)",KAQO,http://w1.weather.gov/xml/current_obs/display.php?stid=KAQO,TX
Longview - East Texas Regional Airport (KGGG),KGGG,http://w1.weather.gov/xml/current_obs/display.php?stid=KGGG,TX
"Lubbock, Lubbock International Airport (KLBB)",KLBB,http://w1.weather.gov/xml/current_obs/display.php?stid=KLBB,TX
